id,name,score,score2
7457,Student7457,76,62
7458,Student7458,94,81
7459,Student7459,64,74
7460,Student7460,66,54
7461,Student7461,95,68
7462,Student7462,52,77
7463,Student7463,73,64
7464,Student7464,77,81
7465,Student7465,71,55
7466,Student7466,67,92
7467,Student7467,67,92
7468,Student7468,89,71
7469,Student7469,60,62
7470,Student7470,76,90
7471,Student7471,69,100
7472,Student7472,68,75
7473,Student7473,54,83
7474,Student7474,86,52
7475,Student7475,91,78
7476,Student7476,61,90
7477,Student7477,53,53
7478,Student7478,61,94
7479,Student7479,72,79
7480,Student7480,55,54
7481,Student7481,99,79
7482,Student7482,79,94
7483,Student7483,96,82
7484,Student7484,91,73
7485,Student7485,79,91
7486,Student7486,68,98
7487,Student7487,86,78
7488,Student7488,50,83
7489,Student7489,85,51
7490,Student7490,58,62
7491,Student7491,64,59
7492,Student7492,51,88
7493,Student7493,59,84
7494,Student7494,90,88
7495,Student7495,87,90
7496,Student7496,53,79
7497,Student7497,88,61
7498,Student7498,54,67
7499,Student7499,89,67
7500,Student7500,56,82
7501,Student7501,72,73
7502,Student7502,64,95
7503,Student7503,82,56
7504,Student7504,94,70
7505,Student7505,90,64
7506,Student7506,89,65
7507,Student7507,77,74
7508,Student7508,71,85
7509,Student7509,73,67
7510,Student7510,59,68
7511,Student7511,96,57
7512,Student7512,80,59
7513,Student7513,50,86
7514,Student7514,76,75
7515,Student7515,67,58
7516,Student7516,61,78
7517,Student7517,71,85
7518,Student7518,55,98
7519,Student7519,53,51
7520,Student7520,63,70
7521,Student7521,87,69
7522,Student7522,84,59
7523,Student7523,71,69
7524,Student7524,53,81
7525,Student7525,77,66
7526,Student7526,86,68
7527,Student7527,67,75
7528,Student7528,95,87
7529,Student7529,72,66
7530,Student7530,99,72
7531,Student7531,93,95
7532,Student7532,99,87
7533,Student7533,68,58
7534,Student7534,95,60
7535,Student7535,62,74
7536,Student7536,80,74
7537,Student7537,87,57
7538,Student7538,69,55
7539,Student7539,80,62
7540,Student7540,66,70
7541,Student7541,56,81
7542,Student7542,98,51
7543,Student7543,59,82
7544,Student7544,57,76
7545,Student7545,67,73
7546,Student7546,52,60
7547,Student7547,60,69
7548,Student7548,62,93
7549,Student7549,69,79
7550,Student7550,68,98
7551,Student7551,73,66
7552,Student7552,99,86
7553,Student7553,77,56
7554,Student7554,96,75
7555,Student7555,87,94
7556,Student7556,75,79
7557,Student7557,70,65
7558,Student7558,76,93
7559,Student7559,74,55
7560,Student7560,58,87
7561,Student7561,93,84
7562,Student7562,80,59
7563,Student7563,84,61
7564,Student7564,53,67
7565,Student7565,87,80
7566,Student7566,73,55
7567,Student7567,66,78
7568,Student7568,99,86
7569,Student7569,96,64
7570,Student7570,64,61
7571,Student7571,71,76
7572,Student7572,89,50
7573,Student7573,69,100
7574,Student7574,90,53
7575,Student7575,80,81
7576,Student7576,89,57
7577,Student7577,70,58
7578,Student7578,82,86
7579,Student7579,86,58
7580,Student7580,56,93
7581,Student7581,72,71
7582,Student7582,69,83
7583,Student7583,52,100
7584,Student7584,56,92
7585,Student7585,52,99
7586,Student7586,67,60
7587,Student7587,98,83
7588,Student7588,65,61
7589,Student7589,60,67
7590,Student7590,96,73
7591,Student7591,94,54
7592,Student7592,52,98
7593,Student7593,77,81
7594,Student7594,64,60
7595,Student7595,63,84
7596,Student7596,74,59
7597,Student7597,70,86
7598,Student7598,72,99
7599,Student7599,85,90
7600,Student7600,57,92
7601,Student7601,77,75
7602,Student7602,83,79
7603,Student7603,71,98
7604,Student7604,87,95
7605,Student7605,62,82
7606,Student7606,97,66
7607,Student7607,56,50
7608,Student7608,86,95
7609,Student7609,82,59
7610,Student7610,86,76
7611,Student7611,93,70
7612,Student7612,91,55
7613,Student7613,99,89
7614,Student7614,72,57
7615,Student7615,72,100
7616,Student7616,95,62
7617,Student7617,94,54
7618,Student7618,99,78
7619,Student7619,50,69
7620,Student7620,66,85
7621,Student7621,62,75
7622,Student7622,50,85
7623,Student7623,55,82
7624,Student7624,75,80
7625,Student7625,58,90
7626,Student7626,50,82
7627,Student7627,100,60
7628,Student7628,59,99
7629,Student7629,62,53
7630,Student7630,56,52
7631,Student7631,95,100
7632,Student7632,61,55
7633,Student7633,93,89
7634,Student7634,59,85
7635,Student7635,61,73
7636,Student7636,100,80
7637,Student7637,72,71
7638,Student7638,66,84
7639,Student7639,69,78
7640,Student7640,84,81
7641,Student7641,58,98
7642,Student7642,83,70
7643,Student7643,87,68
7644,Student7644,80,85
7645,Student7645,75,64
7646,Student7646,89,87
7647,Student7647,59,83
7648,Student7648,88,92
7649,Student7649,82,53
7650,Student7650,64,63
7651,Student7651,100,67
7652,Student7652,68,69
7653,Student7653,72,86
7654,Student7654,70,67
7655,Student7655,50,92
7656,Student7656,90,73
7657,Student7657,81,66
7658,Student7658,71,79
7659,Student7659,62,56
7660,Student7660,55,84
7661,Student7661,94,83
7662,Student7662,78,87
7663,Student7663,84,79
7664,Student7664,80,81
7665,Student7665,78,69
7666,Student7666,56,87
7667,Student7667,79,53
7668,Student7668,90,88
7669,Student7669,67,62
7670,Student7670,68,74
7671,Student7671,50,99
7672,Student7672,75,69
7673,Student7673,54,80
7674,Student7674,56,63
7675,Student7675,96,51
7676,Student7676,65,81
7677,Student7677,57,57
7678,Student7678,59,83
7679,Student7679,77,73
7680,Student7680,93,74
7681,Student7681,99,73
7682,Student7682,73,56
7683,Student7683,97,59
7684,Student7684,64,71
7685,Student7685,82,76
7686,Student7686,79,96
7687,Student7687,58,81
7688,Student7688,54,75
7689,Student7689,92,88
7690,Student7690,88,71
7691,Student7691,81,64
7692,Student7692,52,93
7693,Student7693,51,61
7694,Student7694,72,78
7695,Student7695,63,64
7696,Student7696,55,89
7697,Student7697,87,58
7698,Student7698,97,77
7699,Student7699,92,89
7700,Student7700,62,65
7701,Student7701,89,71
7702,Student7702,88,80
7703,Student7703,88,99
7704,Student7704,65,89
7705,Student7705,63,99
7706,Student7706,95,63
7707,Student7707,73,88
7708,Student7708,100,77
7709,Student7709,78,94
7710,Student7710,95,77
7711,Student7711,59,87
7712,Student7712,98,67
7713,Student7713,86,94
7714,Student7714,62,52
7715,Student7715,81,53
7716,Student7716,64,82
7717,Student7717,69,66
7718,Student7718,79,81
7719,Student7719,87,81
7720,Student7720,75,85
7721,Student7721,97,67
7722,Student7722,98,65
7723,Student7723,65,59
7724,Student7724,55,53
7725,Student7725,89,68
7726,Student7726,53,86
7727,Student7727,98,94
7728,Student7728,94,51
7729,Student7729,54,77
7730,Student7730,96,75
7731,Student7731,52,71
7732,Student7732,69,72
7733,Student7733,92,63
7734,Student7734,89,83
7735,Student7735,79,92
7736,Student7736,84,65
7737,Student7737,90,51
7738,Student7738,54,86
7739,Student7739,85,89
7740,Student7740,95,58
7741,Student7741,69,79
7742,Student7742,89,79
7743,Student7743,97,83
7744,Student7744,57,57
7745,Student7745,83,73
7746,Student7746,54,61
7747,Student7747,61,79
7748,Student7748,93,94
7749,Student7749,57,51
7750,Student7750,78,52
7751,Student7751,83,98
7752,Student7752,61,76
7753,Student7753,92,86
7754,Student7754,81,52
7755,Student7755,53,85
7756,Student7756,56,91
7757,Student7757,74,66
7758,Student7758,94,54
7759,Student7759,91,57
7760,Student7760,77,71
7761,Student7761,82,72
7762,Student7762,90,73
7763,Student7763,59,83
7764,Student7764,62,64
7765,Student7765,73,65
7766,Student7766,64,85
7767,Student7767,81,100
7768,Student7768,72,57
7769,Student7769,81,86
7770,Student7770,55,81
7771,Student7771,94,62
7772,Student7772,87,77
7773,Student7773,88,87
7774,Student7774,52,62
7775,Student7775,86,74
7776,Student7776,95,68
7777,Student7777,98,59
7778,Student7778,54,73
7779,Student7779,52,68
7780,Student7780,81,91
7781,Student7781,76,62
7782,Student7782,76,94
7783,Student7783,92,53
7784,Student7784,90,68
7785,Student7785,73,90
7786,Student7786,62,81
7787,Student7787,70,88
7788,Student7788,99,52
7789,Student7789,100,94
7790,Student7790,87,91
7791,Student7791,90,98
7792,Student7792,90,76
7793,Student7793,74,71
7794,Student7794,98,62
7795,Student7795,57,85
7796,Student7796,54,93
7797,Student7797,98,68
7798,Student7798,64,54
7799,Student7799,99,72
7800,Student7800,92,67
7801,Student7801,83,70
7802,Student7802,50,88
7803,Student7803,98,58
7804,Student7804,52,95
7805,Student7805,91,88
7806,Student7806,61,68
7807,Student7807,76,50
7808,Student7808,92,72
7809,Student7809,90,65
7810,Student7810,69,65
7811,Student7811,64,52
7812,Student7812,85,73
7813,Student7813,52,82
7814,Student7814,91,98
7815,Student7815,62,91
7816,Student7816,84,60
7817,Student7817,51,70
7818,Student7818,75,64
7819,Student7819,93,93
7820,Student7820,71,55
7821,Student7821,93,69
7822,Student7822,95,87
7823,Student7823,74,52
7824,Student7824,61,84
7825,Student7825,56,80
7826,Student7826,92,54
7827,Student7827,85,66
7828,Student7828,69,86
7829,Student7829,71,92
7830,Student7830,94,68
7831,Student7831,66,52
7832,Student7832,63,70
7833,Student7833,74,52
7834,Student7834,100,92
7835,Student7835,94,57
7836,Student7836,63,61
7837,Student7837,86,94
7838,Student7838,55,92
7839,Student7839,98,83
7840,Student7840,72,99
7841,Student7841,75,52
7842,Student7842,86,100
7843,Student7843,98,95
7844,Student7844,80,99
7845,Student7845,91,72
7846,Student7846,94,78
7847,Student7847,72,66
7848,Student7848,90,76
7849,Student7849,77,63
7850,Student7850,98,70
7851,Student7851,84,54
7852,Student7852,70,97
7853,Student7853,84,71
7854,Student7854,74,73
7855,Student7855,83,72
7856,Student7856,68,78
7857,Student7857,79,98
7858,Student7858,90,84
7859,Student7859,52,65
7860,Student7860,62,83
7861,Student7861,52,60
7862,Student7862,74,54
7863,Student7863,79,53
7864,Student7864,78,70
7865,Student7865,74,99
7866,Student7866,87,72
7867,Student7867,71,52
7868,Student7868,99,89
7869,Student7869,74,69
7870,Student7870,66,68
7871,Student7871,64,82
7872,Student7872,73,67
7873,Student7873,88,71
7874,Student7874,56,54
7875,Student7875,60,72
7876,Student7876,82,54
7877,Student7877,77,68
7878,Student7878,51,57
7879,Student7879,51,97
7880,Student7880,84,61
7881,Student7881,88,76
7882,Student7882,69,85
7883,Student7883,69,74
7884,Student7884,96,77
7885,Student7885,61,61
7886,Student7886,76,58
7887,Student7887,64,74
7888,Student7888,69,78
7889,Student7889,62,50
7890,Student7890,91,57
7891,Student7891,58,58
7892,Student7892,63,93
7893,Student7893,58,80
7894,Student7894,82,68
7895,Student7895,58,56
7896,Student7896,69,93
7897,Student7897,94,60
7898,Student7898,95,76
7899,Student7899,74,97
7900,Student7900,91,72
7901,Student7901,75,61
7902,Student7902,68,66
7903,Student7903,75,50
7904,Student7904,61,92
7905,Student7905,98,97
7906,Student7906,77,50
7907,Student7907,59,58
7908,Student7908,65,94
7909,Student7909,95,79
7910,Student7910,55,59
7911,Student7911,60,96
7912,Student7912,85,51
7913,Student7913,62,68
7914,Student7914,89,90
7915,Student7915,96,54
7916,Student7916,71,94
7917,Student7917,99,75
7918,Student7918,58,55
7919,Student7919,74,92
7920,Student7920,77,55
7921,Student7921,54,82
7922,Student7922,99,83
7923,Student7923,62,74
7924,Student7924,96,93
7925,Student7925,92,59
7926,Student7926,97,85
7927,Student7927,80,77
7928,Student7928,81,73
7929,Student7929,52,73
7930,Student7930,90,75
7931,Student7931,72,88
7932,Student7932,100,95
7933,Student7933,87,67
7934,Student7934,82,61
7935,Student7935,83,98
7936,Student7936,95,53
7937,Student7937,76,90
7938,Student7938,56,59
7939,Student7939,98,97
7940,Student7940,69,94
7941,Student7941,73,72
7942,Student7942,54,71
7943,Student7943,97,51
7944,Student7944,61,100
7945,Student7945,72,80
7946,Student7946,90,65
7947,Student7947,71,90
7948,Student7948,95,65
7949,Student7949,75,51
7950,Student7950,52,89
7951,Student7951,80,84
7952,Student7952,69,54
7953,Student7953,99,94
7954,Student7954,98,58
7955,Student7955,56,57
7956,Student7956,95,76
7957,Student7957,85,57
7958,Student7958,61,63
7959,Student7959,59,66
7960,Student7960,65,85
7961,Student7961,65,66
7962,Student7962,87,64
7963,Student7963,65,94
7964,Student7964,62,68
7965,Student7965,90,74
7966,Student7966,80,68
7967,Student7967,75,70
7968,Student7968,91,60
7969,Student7969,51,62
7970,Student7970,54,92
7971,Student7971,79,95
7972,Student7972,90,100
7973,Student7973,76,57
7974,Student7974,77,69
7975,Student7975,59,60
7976,Student7976,97,93
7977,Student7977,50,87
7978,Student7978,50,78
7979,Student7979,56,86
7980,Student7980,52,89
7981,Student7981,67,59
7982,Student7982,85,93
7983,Student7983,98,63
7984,Student7984,81,90
7985,Student7985,65,55
7986,Student7986,89,74
7987,Student7987,67,52
7988,Student7988,88,61
7989,Student7989,67,89
7990,Student7990,67,100
7991,Student7991,95,65
7992,Student7992,73,68
7993,Student7993,52,53
7994,Student7994,80,88
7995,Student7995,84,90
7996,Student7996,96,75
7997,Student7997,90,59
7998,Student7998,56,81
7999,Student7999,94,91
8000,Student8000,59,51
8001,Student8001,57,62
8002,Student8002,59,76
8003,Student8003,87,83
8004,Student8004,67,95
8005,Student8005,94,99
8006,Student8006,97,87
8007,Student8007,94,57
8008,Student8008,93,91
8009,Student8009,99,60
8010,Student8010,97,88
8011,Student8011,54,85
8012,Student8012,83,90
8013,Student8013,94,60
8014,Student8014,91,54
8015,Student8015,100,52
8016,Student8016,75,89
8017,Student8017,67,71
8018,Student8018,57,62
8019,Student8019,54,70
8020,Student8020,96,70
8021,Student8021,79,57
8022,Student8022,64,56
8023,Student8023,51,85
8024,Student8024,85,90
8025,Student8025,71,73
8026,Student8026,98,59
8027,Student8027,52,70
8028,Student8028,75,59
8029,Student8029,89,89
8030,Student8030,51,60
8031,Student8031,99,60
8032,Student8032,93,86
8033,Student8033,79,84
8034,Student8034,98,96
8035,Student8035,100,73
8036,Student8036,52,62
8037,Student8037,60,100
8038,Student8038,86,95
8039,Student8039,81,57
8040,Student8040,89,72
8041,Student8041,64,63
8042,Student8042,64,56
8043,Student8043,63,86
8044,Student8044,50,91
8045,Student8045,79,72
8046,Student8046,78,93
8047,Student8047,50,88
8048,Student8048,76,70
8049,Student8049,67,71
8050,Student8050,81,55
8051,Student8051,91,55
8052,Student8052,73,68
8053,Student8053,64,56
8054,Student8054,66,65
8055,Student8055,91,80
8056,Student8056,82,96
8057,Student8057,89,64
8058,Student8058,69,86
8059,Student8059,93,51
8060,Student8060,86,75
8061,Student8061,90,86
8062,Student8062,71,92
8063,Student8063,74,73
8064,Student8064,92,93
8065,Student8065,72,75
8066,Student8066,84,89
8067,Student8067,62,91
8068,Student8068,92,72
8069,Student8069,57,93
8070,Student8070,94,78
8071,Student8071,94,84
8072,Student8072,76,91
8073,Student8073,66,83
8074,Student8074,88,84
8075,Student8075,81,67
8076,Student8076,53,59
8077,Student8077,78,67
8078,Student8078,75,85
8079,Student8079,75,74
8080,Student8080,69,99
8081,Student8081,70,71
8082,Student8082,61,72
8083,Student8083,89,99
8084,Student8084,98,95
8085,Student8085,70,86
8086,Student8086,92,98
8087,Student8087,98,72
8088,Student8088,72,92
8089,Student8089,68,65
8090,Student8090,86,52
8091,Student8091,94,51
8092,Student8092,60,87
8093,Student8093,79,81
8094,Student8094,75,69
8095,Student8095,93,61
8096,Student8096,68,57
8097,Student8097,92,83
8098,Student8098,51,78
8099,Student8099,96,73
8100,Student8100,80,59
8101,Student8101,53,73
8102,Student8102,77,65
8103,Student8103,97,82
8104,Student8104,56,59
8105,Student8105,76,92
8106,Student8106,84,84
8107,Student8107,53,89
8108,Student8108,96,82
8109,Student8109,78,71
8110,Student8110,100,100
8111,Student8111,98,73
8112,Student8112,81,58
8113,Student8113,96,96
8114,Student8114,77,52
8115,Student8115,53,59
8116,Student8116,99,75
8117,Student8117,96,78
8118,Student8118,57,81
8119,Student8119,51,100
8120,Student8120,86,95
8121,Student8121,57,78
8122,Student8122,50,75
8123,Student8123,83,79
8124,Student8124,99,93
8125,Student8125,68,99
8126,Student8126,86,70
8127,Student8127,79,64
8128,Student8128,57,71
8129,Student8129,74,100
8130,Student8130,77,89
8131,Student8131,71,74
8132,Student8132,52,72
8133,Student8133,80,77
8134,Student8134,70,99
8135,Student8135,87,62
8136,Student8136,65,85
8137,Student8137,61,52
8138,Student8138,98,71
8139,Student8139,74,68
8140,Student8140,90,74
8141,Student8141,89,90
8142,Student8142,96,72
8143,Student8143,93,94
8144,Student8144,62,73
8145,Student8145,52,63
8146,Student8146,69,51
8147,Student8147,55,97
8148,Student8148,82,63
8149,Student8149,64,54
8150,Student8150,100,73
8151,Student8151,59,87
8152,Student8152,86,91
8153,Student8153,62,74
8154,Student8154,81,51
8155,Student8155,76,61
8156,Student8156,73,74
8157,Student8157,58,72
8158,Student8158,57,56
8159,Student8159,67,84
8160,Student8160,80,69
8161,Student8161,75,92
8162,Student8162,63,58
8163,Student8163,73,58
8164,Student8164,99,56
8165,Student8165,90,61
8166,Student8166,90,65
8167,Student8167,72,71
8168,Student8168,95,89
8169,Student8169,100,63
8170,Student8170,70,67
8171,Student8171,88,74
8172,Student8172,75,70
8173,Student8173,96,72
8174,Student8174,74,96
8175,Student8175,56,94
8176,Student8176,84,76
8177,Student8177,50,76
8178,Student8178,98,76
8179,Student8179,68,74
8180,Student8180,51,70
8181,Student8181,78,82
8182,Student8182,56,56
8183,Student8183,61,66
8184,Student8184,96,63
8185,Student8185,66,71
8186,Student8186,70,96
8187,Student8187,78,63
8188,Student8188,70,63
8189,Student8189,89,69
8190,Student8190,81,55
8191,Student8191,65,80
8192,Student8192,98,57
8193,Student8193,60,57
8194,Student8194,99,55
8195,Student8195,76,54
8196,Student8196,94,85
8197,Student8197,59,75
8198,Student8198,66,62
8199,Student8199,56,89
8200,Student8200,56,83
8201,Student8201,67,92
8202,Student8202,93,72
8203,Student8203,87,79
8204,Student8204,98,64
8205,Student8205,70,94
8206,Student8206,54,81
8207,Student8207,75,93
8208,Student8208,69,50
8209,Student8209,91,76
8210,Student8210,69,92
8211,Student8211,99,54
8212,Student8212,99,94
8213,Student8213,84,100
8214,Student8214,69,71
8215,Student8215,86,52
8216,Student8216,66,54
8217,Student8217,90,68
8218,Student8218,65,51
8219,Student8219,81,100
8220,Student8220,90,96
8221,Student8221,79,100
8222,Student8222,99,79
8223,Student8223,73,59
8224,Student8224,87,85
8225,Student8225,91,68
8226,Student8226,89,71
8227,Student8227,92,80
8228,Student8228,86,93
8229,Student8229,86,65
8230,Student8230,86,56
8231,Student8231,61,56
8232,Student8232,85,92
8233,Student8233,53,57
8234,Student8234,82,84
8235,Student8235,59,65
8236,Student8236,57,81
8237,Student8237,99,95
8238,Student8238,59,70
8239,Student8239,70,89
8240,Student8240,88,96
8241,Student8241,86,79
8242,Student8242,92,75
8243,Student8243,77,92
8244,Student8244,71,55
8245,Student8245,51,93
8246,Student8246,81,100
8247,Student8247,90,63
8248,Student8248,60,57
8249,Student8249,82,82
8250,Student8250,68,82
8251,Student8251,88,70
8252,Student8252,92,89
8253,Student8253,59,52
8254,Student8254,63,78
8255,Student8255,60,72
8256,Student8256,99,51
8257,Student8257,76,71
8258,Student8258,95,54
8259,Student8259,84,51
8260,Student8260,51,89
8261,Student8261,55,90
8262,Student8262,84,78
8263,Student8263,61,55
8264,Student8264,50,82
8265,Student8265,100,76
8266,Student8266,69,89
8267,Student8267,52,99
8268,Student8268,50,65
8269,Student8269,96,70
8270,Student8270,69,67
8271,Student8271,99,55
8272,Student8272,80,94
8273,Student8273,100,84
8274,Student8274,52,74
8275,Student8275,78,53
8276,Student8276,94,84
8277,Student8277,95,95
8278,Student8278,50,95
8279,Student8279,55,74
8280,Student8280,99,56
8281,Student8281,69,64
8282,Student8282,63,95
8283,Student8283,57,85
8284,Student8284,84,58
8285,Student8285,73,64
8286,Student8286,82,88
8287,Student8287,93,82
8288,Student8288,65,78
8289,Student8289,96,95
8290,Student8290,72,50
8291,Student8291,74,86
8292,Student8292,82,51
8293,Student8293,54,83
8294,Student8294,89,87
8295,Student8295,71,89
8296,Student8296,80,53
8297,Student8297,57,67
8298,Student8298,80,77
8299,Student8299,88,56
8300,Student8300,50,74
8301,Student8301,87,61
8302,Student8302,86,99
8303,Student8303,81,65
8304,Student8304,100,58
8305,Student8305,76,90
8306,Student8306,93,60
8307,Student8307,90,91
8308,Student8308,97,87
8309,Student8309,61,55
8310,Student8310,87,69
8311,Student8311,63,95
8312,Student8312,53,91
8313,Student8313,82,85
8314,Student8314,92,79
8315,Student8315,61,79
8316,Student8316,88,80
8317,Student8317,90,58
8318,Student8318,71,82
8319,Student8319,50,76
8320,Student8320,51,64
8321,Student8321,85,55
8322,Student8322,79,55
8323,Student8323,92,84
8324,Student8324,73,98
8325,Student8325,74,94
8326,Student8326,59,51
8327,Student8327,72,58
8328,Student8328,94,67
8329,Student8329,66,54
8330,Student8330,67,100
8331,Student8331,99,65
8332,Student8332,53,53
8333,Student8333,89,51
8334,Student8334,69,75
8335,Student8335,73,75
8336,Student8336,72,92
8337,Student8337,64,68
8338,Student8338,51,84
8339,Student8339,89,87
8340,Student8340,95,76
8341,Student8341,66,63
8342,Student8342,59,89
8343,Student8343,80,77
8344,Student8344,67,72
8345,Student8345,70,89
8346,Student8346,100,58
8347,Student8347,56,56
8348,Student8348,88,75
8349,Student8349,75,81
8350,Student8350,81,86
8351,Student8351,81,77
8352,Student8352,91,60
8353,Student8353,66,65
8354,Student8354,65,96
8355,Student8355,76,53
8356,Student8356,98,95
8357,Student8357,82,77
8358,Student8358,63,66
8359,Student8359,81,84
8360,Student8360,59,51
8361,Student8361,83,54
8362,Student8362,79,61
8363,Student8363,53,56
8364,Student8364,80,82
8365,Student8365,95,95
8366,Student8366,94,72
8367,Student8367,95,98
8368,Student8368,84,72
8369,Student8369,69,66
8370,Student8370,55,51
8371,Student8371,88,71
8372,Student8372,51,57
8373,Student8373,78,55
8374,Student8374,58,90
8375,Student8375,59,79
8376,Student8376,90,95
8377,Student8377,57,96
8378,Student8378,92,60
8379,Student8379,77,79
8380,Student8380,98,77
8381,Student8381,84,82
8382,Student8382,59,74
8383,Student8383,92,88
8384,Student8384,77,93
8385,Student8385,97,53
8386,Student8386,82,93
8387,Student8387,50,94
8388,Student8388,53,64
8389,Student8389,64,52
8390,Student8390,91,89
8391,Student8391,90,78
8392,Student8392,100,51
8393,Student8393,77,66
8394,Student8394,69,88
8395,Student8395,67,57
8396,Student8396,86,67
8397,Student8397,94,73
8398,Student8398,98,87
8399,Student8399,98,96
8400,Student8400,63,82
8401,Student8401,90,76
8402,Student8402,86,76
8403,Student8403,74,54
8404,Student8404,65,91
8405,Student8405,69,81
8406,Student8406,81,63
8407,Student8407,50,100
8408,Student8408,78,96
8409,Student8409,54,97
8410,Student8410,91,59
8411,Student8411,61,78
8412,Student8412,87,94
8413,Student8413,67,59
8414,Student8414,85,84
8415,Student8415,65,83
8416,Student8416,52,97
8417,Student8417,55,91
8418,Student8418,76,60
8419,Student8419,59,76
8420,Student8420,96,93
8421,Student8421,85,57
8422,Student8422,96,71
8423,Student8423,60,61
8424,Student8424,86,50
8425,Student8425,65,100
8426,Student8426,62,84
8427,Student8427,87,70
8428,Student8428,95,97
8429,Student8429,98,55
8430,Student8430,86,70
8431,Student8431,52,73
8432,Student8432,56,72
8433,Student8433,66,93
8434,Student8434,78,61
8435,Student8435,52,88
8436,Student8436,76,77
8437,Student8437,73,99
8438,Student8438,79,90
8439,Student8439,62,94
8440,Student8440,70,89
8441,Student8441,54,63
8442,Student8442,72,53
8443,Student8443,97,69
8444,Student8444,64,89
8445,Student8445,75,94
8446,Student8446,86,94
8447,Student8447,52,62
8448,Student8448,88,66
8449,Student8449,82,98
8450,Student8450,54,62
8451,Student8451,62,50
8452,Student8452,75,89
8453,Student8453,81,68
8454,Student8454,58,70
8455,Student8455,81,54
8456,Student8456,76,66
8457,Student8457,72,90
8458,Student8458,94,58
8459,Student8459,93,85
8460,Student8460,67,70
8461,Student8461,95,96
8462,Student8462,64,65
8463,Student8463,79,58
8464,Student8464,62,85
8465,Student8465,90,70
8466,Student8466,51,50
8467,Student8467,77,92
8468,Student8468,71,85
8469,Student8469,64,66
8470,Student8470,73,56
8471,Student8471,84,63
8472,Student8472,88,98
8473,Student8473,57,56
8474,Student8474,55,79
8475,Student8475,65,96
8476,Student8476,89,55
8477,Student8477,60,82
8478,Student8478,66,70
8479,Student8479,73,98
8480,Student8480,64,75
8481,Student8481,61,86
8482,Student8482,62,72
8483,Student8483,66,61
8484,Student8484,89,59
8485,Student8485,57,92
8486,Student8486,68,54
8487,Student8487,66,87
8488,Student8488,81,50
8489,Student8489,57,99
8490,Student8490,57,87
8491,Student8491,98,91
8492,Student8492,95,57
8493,Student8493,91,76
8494,Student8494,85,91
8495,Student8495,70,89
8496,Student8496,77,94
8497,Student8497,100,88
8498,Student8498,81,63
8499,Student8499,52,93
8500,Student8500,91,72
8501,Student8501,99,62
8502,Student8502,96,56
8503,Student8503,88,87
8504,Student8504,77,60
8505,Student8505,91,96
8506,Student8506,76,87
8507,Student8507,79,92
8508,Student8508,51,53
8509,Student8509,84,57
8510,Student8510,96,65
8511,Student8511,83,72
8512,Student8512,79,79
8513,Student8513,73,66
8514,Student8514,99,95
8515,Student8515,52,67
8516,Student8516,57,95
8517,Student8517,57,67
8518,Student8518,78,51
8519,Student8519,99,98
8520,Student8520,66,56
8521,Student8521,64,95
8522,Student8522,54,62
8523,Student8523,94,92
8524,Student8524,93,98
8525,Student8525,86,50
8526,Student8526,83,95
8527,Student8527,86,75
8528,Student8528,91,82
8529,Student8529,81,71
8530,Student8530,67,51
8531,Student8531,60,61
8532,Student8532,56,77
8533,Student8533,67,93
8534,Student8534,61,74
8535,Student8535,52,87
8536,Student8536,57,87
8537,Student8537,90,71
8538,Student8538,50,51
8539,Student8539,61,96
8540,Student8540,67,81
8541,Student8541,60,64
8542,Student8542,74,85
8543,Student8543,78,94
8544,Student8544,58,88
8545,Student8545,54,73
8546,Student8546,79,61
8547,Student8547,74,55
8548,Student8548,85,78
8549,Student8549,51,88
8550,Student8550,100,86
8551,Student8551,50,77
8552,Student8552,80,95
8553,Student8553,69,51
8554,Student8554,57,95
8555,Student8555,88,55
8556,Student8556,74,90
8557,Student8557,50,63
8558,Student8558,88,56
8559,Student8559,57,85
8560,Student8560,63,82
8561,Student8561,55,85
8562,Student8562,87,82
8563,Student8563,100,75
8564,Student8564,98,90
8565,Student8565,67,79
8566,Student8566,91,94
8567,Student8567,54,86
8568,Student8568,84,98
8569,Student8569,91,87
8570,Student8570,81,94
8571,Student8571,88,96
8572,Student8572,79,77
8573,Student8573,93,85
8574,Student8574,81,61
8575,Student8575,90,69
8576,Student8576,77,75
8577,Student8577,90,52
8578,Student8578,83,58
8579,Student8579,68,78
8580,Student8580,59,90
8581,Student8581,84,98
8582,Student8582,51,100
8583,Student8583,72,56
8584,Student8584,55,99
8585,Student8585,51,50
8586,Student8586,89,59
8587,Student8587,75,53
8588,Student8588,96,67
8589,Student8589,94,99
8590,Student8590,68,93
8591,Student8591,69,91
8592,Student8592,90,98
8593,Student8593,54,99
8594,Student8594,57,96
8595,Student8595,79,61
8596,Student8596,69,68
8597,Student8597,86,84
8598,Student8598,93,73
8599,Student8599,80,53
8600,Student8600,89,87
8601,Student8601,60,79
8602,Student8602,88,87
8603,Student8603,89,100
8604,Student8604,67,55
8605,Student8605,100,86
8606,Student8606,99,60
8607,Student8607,94,79
8608,Student8608,71,69
8609,Student8609,94,56
8610,Student8610,58,88
8611,Student8611,67,99
8612,Student8612,78,71
8613,Student8613,65,85
8614,Student8614,90,82
8615,Student8615,75,60
8616,Student8616,54,69
8617,Student8617,56,70
8618,Student8618,61,77
8619,Student8619,74,80
8620,Student8620,68,83
8621,Student8621,94,51
